name;type;status;date;genres;score;members;rank;popularity;image;quantity
"Xiao Lu He Xiao LanBeryl and Sapphire";"ONA";"Finished Airing";"Aug 27, 2018 to Feb 16, 2019";"Game, Sci-Fi, Slice of Life, Comedy, Drama, Magic, School, Shounen Ai";7.63;N/A;1201;6966;"N/A";72
"Xiao Men ShenLittle Door Gods";"Movie";"Finished Airing";"Jan 1, 2016";"Comedy, Fantasy";6.44;555;6120;11603;"N/A";1
"Xiao QianA Chinese Ghost Story";"Movie";"Finished Airing";"Jul 31, 1997";"Action, Drama, Fantasy, Romance";6.50;N/A;5808;7944;"N/A";1
"Xiao TaijiTaichi Kid";"TV";"Finished Airing";"1999";"Action, Kids, Martial Arts";N/A;159;12624;15270;"N/A";14
"Xiao YeyouLittle Yeyos";"ONA";"Finished Airing";"Mar 12, 2014";"Comedy, Fantasy, Kids";N/A;247;12625;13829;"N/A";1
"Xie Wang Zhui Qi";"ONA";"Finished Airing";"Jan 24, 2019 to Apr 11, 2019";"Action, Comedy, Drama, Romance, Martial Arts, Fantasy";6.69;N/A;4929;4780;"https://cdn.myanimelist.net/images/anime/1608/98754.jpg";13
"Xin Jue";"ONA";"Currently Airing";"Oct 13, 2020 to Dec 29, 2020";"Action, Sci-Fi, Adventure, Magic";N/A;424;12626;12258;"https://cdn.myanimelist.net/images/anime/1649/109592.jpg";13
"Xin Yu Gong Yu ShanThe Old Man and Two Mountains";"Movie";"Finished Airing";"Sep 10, 2020";"Adventure, Fantasy";N/A;126;12627;15922;"N/A";1
"Xing Chen Bian";"ONA";"Finished Airing";"Oct 5, 2018 to Dec 14, 2018";"Action, Adventure, Historical, Romance, Martial Arts, Fantasy";7.57;N/A;1381;7115;"https://cdn.myanimelist.net/images/anime/1445/95414.jpg";12
"Xing Chen Bian: Yu Li Cang Hai";"ONA";"Finished Airing";"May 3, 2020 to May 31, 2020";"Action, Adventure, Historical, Romance, Martial Arts, Fantasy";7.36;N/A;2059;9927;"https://cdn.myanimelist.net/images/anime/1548/107365.jpg";12
"Xing Mao Lixian Ji Zhi Shu Fa Pian";"TV";"Finished Airing";"Not available";"Kids, Adventure";N/A;145;12628;15540;"https://cdn.myanimelist.net/images/anime/1944/98116.jpg";26
"Xing You JiRainbow Sea";"TV";"Finished Airing";"Oct 30, 2011 to ?";"Sci-Fi, Adventure, Fantasy";N/A;505;12629;11827;"N/A";26
"Xing You Ji: Fengbao FamilaRainbow Sea 2nd Season";"Movie";"Finished Airing";"Aug 11, 2017";"Sci-Fi, Adventure, Fantasy";N/A;309;12630;13085;"N/A";1
"Xing You Ji: Fengbao Famila 2";"ONA";"Finished Airing";"Mar 28, 2020";"Action, Sci-Fi, Adventure";N/A;81;12631;16747;"https://cdn.myanimelist.net/images/anime/1772/108618.jpg";1
"Xingfu LushangOn Happiness Road";"Movie";"Finished Airing";"Jan 5, 2018";"Drama";N/A;406;12632;12370;"N/A";1
"Xingji Biaoche WangGalaxy Racers";"TV";"Finished Airing";"Feb 1, 2006 to Jun, 2006";"Action, Adventure, Cars";N/A;210;12633;14426;"N/A";52
"Xiong Bing Lian";"ONA";"Finished Airing";"Jun 1, 2017 to Apr 19, 2018";"Action, Military, Sci-Fi, Mystery, Space, Supernatural, Mecha";N/A;783;12634;10765;"https://cdn.myanimelist.net/images/anime/1809/91541.jpg";33
"Xiong ChumoBoonie Bears";"TV";"Finished Airing";"Jan 22, 2012 to 2012";"Comedy, Kids";N/A;207;12635;14433;"N/A";104
"Xiong Chumo Zhi: Chunri Dui Dui PengBoonie Bears: Spring into Action";"TV";"Finished Airing";"Nov 27, 2014 to Jan 15, 2015";"Adventure, Comedy, Kids";N/A;172;12636;15063;"N/A";52
"Xiong Chumo Zhi: Conglin ZongdongyuanBoonie Bears: Forest Frenzy";"TV";"Finished Airing";"Jul 13, 2013 to Sep 25, 2014";"Comedy, Kids";N/A;171;12637;15070;"N/A";104
"Xiong Chumo Zhi: Dongri Le FantianBoonie Bears: Snow Daze";"TV";"Finished Airing";"Jul 10, 2015 to ?";"Comedy, Kids";N/A;161;12638;15245;"N/A";52
"Xiong Chumo Zhi: Duo Bao Xiong BingBoonie Bears: To the Rescue!";"Movie";"Finished Airing";"Jan 17, 2014";"Adventure, Comedy";N/A;186;12639;14806;"N/A";1
"Xiong Chumo Zhi: GuonianBoonie Bears: Homeward Journey";"Special";"Finished Airing";"Feb 8, 2013";"Adventure, Comedy, Kids";N/A;109;12640;16279;"N/A";1
"Xiong Chumo Zhi: Huanqiu Da MaoxianBoonie Bears or Bust";"TV";"Finished Airing";"Jul 30, 2012 to ?";"Comedy, Kids";N/A;167;12641;15132;"N/A";104
"Xiong Chumo Zhi: NianhuoBoonie Bears: Robo-Rumble";"Special";"Finished Airing";"Jan 30, 2014";"Adventure, Comedy, Kids";N/A;108;12642;16322;"N/A";1
"Xiong Chumo Zhi: Qihuan KongjianBoonie Bears: Entangled Worlds";"Movie";"Finished Airing";"Jan 28, 2017";"Sci-Fi, Adventure, Kids";N/A;127;12643;15890;"N/A";1
"Xiong Chumo Zhi: Qiu Ri TuantuanzhuanBoonie Bears: Autumn Awesomeness";"TV";"Finished Airing";"Jun 9, 2016 to 2016";"Comedy, Kids";N/A;128;12644;15884;"N/A";52
"Xiong Chumo Zhi: Tanxian RijiBoonie Bears: The Adventurers";"TV";"Finished Airing";"Nov 28, 2017 to Dec 1, 2017";"Adventure, Comedy, Kids";N/A;131;12645;15805;"N/A";52
"Xiong Chumo Zhi: Xiari Lianlian KanBoonies Bears: Sunsational Summer";"TV";"Finished Airing";"Feb 13, 2016 to 2016";"Comedy, Kids";N/A;136;12646;15707;"N/A";52
"Xiong Chumo Zhi: Xiong Zin GuilaiBoonie Bears: The Big Top Secret";"Movie";"Finished Airing";"Jan 30, 2016";"Adventure, Comedy, Kids";N/A;120;12647;16037;"N/A";1
"Xiong Chumo Zhi: Xiongxiong LeyuanBoonie Cubs";"TV";"Finished Airing";"Apr 28, 2017 to May 1, 2017";"Adventure, Comedy, Kids";N/A;127;12648;15891;"N/A";52
"Xiong Chumo Zhi: Xue Ling Xiong FengBoonie Bears: Mystical Winter";"Movie";"Finished Airing";"Jan 30, 2015";"Adventure, Comedy";N/A;199;12649;14572;"N/A";1
"Xiong Chumo: Bian Xing JiBoonie Bears: The Big Shrink";"Movie";"Finished Airing";"Feb 16, 2018";"Adventure, Comedy";N/A;57;12650;17013;"N/A";1
"Xiong Chumo: Yuanshi ShidaiBoonie Bears: Blast into the Past";"Movie";"Finished Airing";"Feb 5, 2019";"Adventure, Comedy";N/A;66;12651;16926;"N/A";1
"Xiongmao He Xiao Yan ShuPanda and Little Mole";"TV";"Finished Airing";"Mar 28, 2016 to 2017";"Comedy, Kids";N/A;89;12652;16635;"N/A";52
"Xiongmao Monogatari TaoTao";"Movie";"Finished Airing";"Dec 28, 1981";"Fantasy, Comedy, Kids";N/A;269;12653;13552;"https://cdn.myanimelist.net/images/anime/3/63351.jpg";1
"Xixing JiThe Westward";"ONA";"Finished Airing";"Jul 18, 2018 to Oct 10, 2018";"Action, Adventure, Historical, Martial Arts, Fantasy";6.70;710;4842;11018;"N/A";16
"Xixing Ji Zhi Jijie PianThe Westward";"ONA";"Finished Airing";"Sep 28, 2019 to Jan 31, 2020";"Action, Adventure, Historical, Martial Arts, Fantasy";N/A;249;12654;13823;"N/A";22
"Xixing Ji Zhi Zaijian WukongThe Westward";"Movie";"Finished Airing";"May 4, 2020";"Action, Adventure, Historical, Martial Arts, Fantasy";N/A;199;12655;14598;"N/A";1
"Xiyouji zhi Dasheng GuilaiMonkey King: Hero Is Back";"Movie";"Finished Airing";"Jul 10, 2015";"Adventure, Historical, Supernatural, Martial Arts, Fantasy";6.78;N/A;4481;8709;"N/A";1
"Xiyue Qi TongSaving Mother";"Movie";"Finished Airing";"1984";"Action, Adventure, Fantasy";N/A;148;12656;15511;"N/A";1
"Xiyue Qi Tong (2006)Saving Mother";"Movie";"Finished Airing";"2006";"Action, Adventure, Fantasy";N/A;142;12657;15599;"N/A";1
"XL Joushi.";"TV";"Finished Airing";"Oct 7, 2019 to Nov 25, 2019";"Romance, Ecchi, Josei";5.93;N/A;8307;3483;"https://cdn.myanimelist.net/images/anime/1456/102604.jpg";8
"Xmas Song";"Music";"Finished Airing";"Dec 9, 2016";"Music";N/A;163;12658;15204;"https://cdn.myanimelist.net/images/anime/1508/97879.jpg";1
"Xpice";"Music";"Finished Airing";"Jul 15, 2020";"Action";N/A;80;12659;16767;"https://cdn.myanimelist.net/images/anime/1264/109017.jpg";1
"Xue Haizi";"Movie";"Finished Airing";"Dec, 1980";"Kids, Fantasy";N/A;204;12660;14494;"https://cdn.myanimelist.net/images/anime/7/75394.jpg";1
"Xue Se Cang QiongBloody Code";"ONA";"Finished Airing";"Aug 18, 2017 to Jan 26, 2018";"Action, Adventure, Mystery, Horror, Thriller, Fantasy";6.33;N/A;6648;8817;"N/A";26
"Xue Ying Ling Zhu";"ONA";"Finished Airing";"Dec 20, 2018 to Jun 6, 2019";"Action, Adventure, Historical, Romance, Martial Arts, Fantasy";7.24;N/A;2580;9210;"https://cdn.myanimelist.net/images/anime/1030/96730.jpg";26
"Xue Ying Ling Zhu 2nd Season";"ONA";"Finished Airing";"Jan 2, 2020 to Jan 23, 2020";"Action, Adventure, Historical, Romance, Martial Arts, Fantasy";7.18;718;2826;11004;"https://cdn.myanimelist.net/images/anime/1520/105226.jpg";4
"xxxHOLiC";"TV";"Finished Airing";"Apr 7, 2006 to Sep 29, 2006";"Comedy, Drama, Mystery, Psychological, Supernatural";8.02;N/A;500;556;"https://cdn.myanimelist.net/images/anime/5/21858.jpg";24
"xxxHOLiC Kei";"TV";"Finished Airing";"Apr 4, 2008 to Jun 27, 2008";"Mystery, Comedy, Psychological, Supernatural, Drama";8.25;N/A;260;1203;"https://cdn.myanimelist.net/images/anime/9/8626.jpg";13
"xxxHOLiC Movie: Manatsu no Yoru no YumexxxHOLiC The Movie: A Midsummer Night's Dream";"Movie";"Finished Airing";"Aug 20, 2005";"Mystery, Comedy, Psychological, Supernatural, Drama";7.97;N/A;571;2033;"N/A";1
"xxxHOLiC Rou";"OVA";"Finished Airing";"Apr 23, 2010 to Mar 9, 2011";"Mystery, Supernatural";8.23;N/A;281;2016;"https://cdn.myanimelist.net/images/anime/9/25080.jpg";2
"xxxHOLiC Shunmuki";"OVA";"Finished Airing";"Feb 17, 2009 to Jun 23, 2009";"Mystery, Comedy, Psychological, Supernatural, Drama";8.08;N/A;431;1980;"https://cdn.myanimelist.net/images/anime/12/25079.jpg";2
"Ya-Ne-Sen a Go Go";"Movie";"Finished Airing";"Feb 3, 2011";"Music";5.61;244;9208;13880;"https://cdn.myanimelist.net/images/anime/1397/96395.jpg";1
"Yabai! Fukushuu Yami Site";"OVA";"Finished Airing";"Feb 28, 2014 to Apr 25, 2014";"Hentai";6.79;N/A;N/A;5437;"https://cdn.myanimelist.net/images/anime/5/56897.jpg";2
"YadamonYadamon: Magical Dreamer";"TV";"Finished Airing";"Aug 24, 1992 to Jul 16, 1993";"Adventure, Comedy, Fantasy";6.14;916;7497;10412;"N/A";170
"Yadokari";"ONA";"Finished Airing";"Oct 3, 2011";"Music";N/A;168;12661;15133;"https://cdn.myanimelist.net/images/anime/2/88646.jpg";1
"YadosagashiHouse Hunting";"Special";"Finished Airing";"Jan 3, 2006";"Adventure, Fantasy, Kids, Slice of Life";6.50;N/A;5809;8453;"N/A";1
"Yagami YuuNight Shift Nurses: Yagami Yu";"OVA";"Finished Airing";"Dec 21, 2006";"Hentai";6.40;N/A;N/A;5760;"N/A";1
"Yagami-kun no Katei no Jijou";"OVA";"Finished Airing";"May 25, 1990";"Comedy";6.18;N/A;7324;9728;"https://cdn.myanimelist.net/images/anime/11/8713.jpg";3
"Yagate Kimi ni NaruBloom Into You";"TV";"Finished Airing";"Oct 5, 2018 to Dec 28, 2018";"Romance, School, Shoujo Ai";7.94;N/A;611;791;"N/A";13
"Yahabe";"OVA";"Finished Airing";"Aug 4, 2012";"Game, Shounen, Supernatural";N/A;215;12662;14326;"https://cdn.myanimelist.net/images/anime/4/81153.jpg";1
"Yahari Ore no Seishun Love Comedy wa Machigatteiru.My Teen Romantic Comedy SNAFU";"TV";"Finished Airing";"Apr 5, 2013 to Jun 28, 2013";"Slice of Life, Comedy, Drama, Romance, School";8.07;N/A;456;71;"N/A";13
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. KanMy Teen Romantic Comedy SNAFU Climax!";"TV";"Finished Airing";"Jul 10, 2020 to Sep 25, 2020";"Slice of Life, Comedy, Drama, Romance, School";8.51;N/A;97;391;"N/A";12
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA";"OVA";"Finished Airing";"Sep 19, 2013";"Comedy, Romance, School";7.60;N/A;1270;741;"https://cdn.myanimelist.net/images/anime/9/54831.jpg";1
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. ZokuMy Teen Romantic Comedy SNAFU TOO!";"TV";"Finished Airing";"Apr 3, 2015 to Jun 26, 2015";"Slice of Life, Comedy, Drama, Romance, School";8.28;N/A;233;128;"N/A";13
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA";"OVA";"Finished Airing";"Oct 27, 2016";"Comedy, Romance, School";8.11;N/A;407;867;"https://cdn.myanimelist.net/images/anime/13/84052.jpg";1
"Yaiyai Mori no Comic";"ONA";"Finished Airing";"Apr 14, 2010 to Apr 2, 2013";"Comedy, Parody";N/A;119;12663;16050;"https://cdn.myanimelist.net/images/anime/2/84256.jpg";15
"Yajikita Gakuen Douchuuki";"OVA";"Finished Airing";"Sep 15, 1989 to Jul 25, 1991";"Adventure, Martial Arts, School, Shoujo";5.75;816;8829;10671;"https://cdn.myanimelist.net/images/anime/6/35935.jpg";2
"Yakan Gakkou no Ura-sensei";"ONA";"Finished Airing";"Aug 2, 2016";"School, Supernatural";N/A;181;12664;14890;"https://cdn.myanimelist.net/images/anime/11/88780.jpg";1
"Yakata JukujoMilf Mansion";"OVA";"Finished Airing";"Dec 7, 2007 to Mar 7, 2008";"Hentai";6.10;N/A;N/A;6988;"N/A";2
"Yakata: Kannou Kitan";"OVA";"Finished Airing";"Nov 28, 2014 to Feb 27, 2015";"Hentai";6.80;N/A;N/A;6053;"https://cdn.myanimelist.net/images/anime/7/66431.jpg";2
"Yakeato no, Okashi no Ki";"Special";"Finished Airing";"Aug 15, 2006";"Drama, Kids";N/A;263;12665;13603;"https://cdn.myanimelist.net/images/anime/9/42867.jpg";1
"Yakimochi Caprice";"Special";"Finished Airing";"Dec 17, 2011 to Apr 9, 2012";"Slice of Life";5.14;739;10160;10908;"https://cdn.myanimelist.net/images/anime/11/42233.jpg";2
"Yakin ByoutouNight Shift Nurses";"OVA";"Finished Airing";"Dec 8, 2000 to Jan 30, 2004";"Hentai";6.33;N/A;N/A;4797;"N/A";10
"Yakin Byoutou KrankeNight Shift Nurses: Kranke";"OVA";"Finished Airing";"May 27, 2005 to Nov 25, 2005";"Hentai";6.27;N/A;N/A;7230;"N/A";3
"Yakin Byoutou Ni";"OVA";"Finished Airing";"Jul 30, 2004 to Jan 27, 2006";"Hentai";6.16;N/A;N/A;6715;"https://cdn.myanimelist.net/images/anime/10/44273.jpg";5
"Yakin Byoutou SanNight Shift Nurses: Experiment";"OVA";"Finished Airing";"Jul 29, 2005 to Jan 27, 2006";"Hentai";6.26;N/A;N/A;6702;"N/A";3
"Yakin Byoutou Specials";"OVA";"Finished Airing";"Mar 28, 2003 to Apr 30, 2004";"Hentai";5.54;N/A;N/A;9355;"https://cdn.myanimelist.net/images/anime/3/63767.jpg";2
"Yakiniku-ten Sengoku";"ONA";"Finished Airing";"Dec 17, 2017 to Feb 25, 2018";"Slice of Life, Comedy";N/A;332;12666;12877;"https://cdn.myanimelist.net/images/anime/10/88500.jpg";12
"Yakitate!! Japan";"TV";"Finished Airing";"Oct 12, 2004 to Mar 14, 2006";"Comedy, Shounen";7.96;N/A;579;1613;"https://cdn.myanimelist.net/images/anime/3/76432.jpg";69
"YakouNight Journey";"Music";"Finished Airing";"Mar 4, 2020";"Music";N/A;162;12667;15302;"N/A";1
"YakumotatsuEight Clouds Rising";"OVA";"Finished Airing";"Oct 25, 1997 to Nov 25, 1997";"Adventure, Supernatural, Historical, Horror, Shoujo";6.13;N/A;7553;7241;"N/A";2
"Yakunara Mug Cup moLet's Make a Mug Too";"TV";"Not yet aired";"Apr, 2021 to ?";"Slice of Life";N/A;683;N/A;11196;"N/A";N/A
"Yakusai KochouDemon Fighter Kocho";"OVA";"Finished Airing";"May 21, 1997";"Comedy, Supernatural, Ecchi";5.41;N/A;9686;8879;"N/A";1
"Yakushiji Ryouko no Kaiki JikenboRyoko's Case File";"TV";"Finished Airing";"Jul 6, 2008 to Sep 28, 2008";"Mystery, Police, Supernatural";7.09;N/A;3256;3979;"N/A";13
"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & FictionRyoko's Case File Special";"Special";"Finished Airing";"Jan 21, 2009";"Police, Supernatural, Mystery";N/A;520;12668;11757;"N/A";1
"YakusokuPromise";"Movie";"Finished Airing";"2009";"Dementia";4.80;298;10492;13208;"N/A";1
"Yakusoku (2011)Promises";"Movie";"Finished Airing";"2011";"Drama, Supernatural";N/A;99;12669;16487;"N/A";1
"Yakusoku (Music)Promise";"Music";"Finished Airing";"Oct 24, 2020";"Music, Drama";6.90;214;3995;14338;"N/A";1
"Yakusoku (ONA)";"ONA";"Finished Airing";"Aug 13, 2013";"Drama, Music";6.63;N/A;5223;9978;"https://cdn.myanimelist.net/images/anime/10/68987.jpg";1
"Yakusoku no Nanaya MatsuriStarlight Promises";"ONA";"Finished Airing";"Aug 3, 2018";"Drama, Samurai, Sci-Fi";6.78;N/A;4482;6105;"N/A";1
"Yakusoku no NeverlandThe Promised Neverland";"TV";"Finished Airing";"Jan 10, 2019 to Mar 29, 2019";"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen";8.65;N/A;54;72;"N/A";12
"Yakusoku no Neverland 2nd SeasonThe Promised Neverland 2nd Season";"TV";"Not yet aired";"Jan 8, 2021 to ?";"Sci-Fi, Mystery, Psychological, Thriller, Shounen";N/A;N/A;N/A;663;"N/A";N/A
"Yakusoku: Africa Mizu to Midori";"OVA";"Finished Airing";"1998";"Drama, Kids";N/A;141;12670;15600;"https://cdn.myanimelist.net/images/anime/10/66251.jpg";1
"Yakyuubu Aruaru";"TV";"Finished Airing";"Jul 9, 2015 to Jul 11, 2015";"Sports";N/A;290;12671;13273;"https://cdn.myanimelist.net/images/anime/8/74951.jpg";3
"Yakyuukyou no Uta";"TV";"Finished Airing";"Dec 23, 1977 to Mar 26, 1979";"Action, Drama, Sports";6.48;797;5910;10735;"https://cdn.myanimelist.net/images/anime/11/29000.jpg";25
"Yakyuukyou no Uta: Kita no Ookami Minami no Tora";"Movie";"Finished Airing";"Sep 15, 1979";"Action, Sports, Drama";N/A;304;12672;13130;"https://cdn.myanimelist.net/images/anime/9/29016.jpg";1
"Yama Hime no Mi";"OVA";"Finished Airing";"Oct 26, 2007 to Oct 15, 2010";"Hentai";6.18;N/A;N/A;6888;"https://cdn.myanimelist.net/images/anime/8/29254.jpg";3
"Yama Nezumi Rocky ChuckFables of the Green Forest";"TV";"Finished Airing";"Jan 7, 1973 to Dec 30, 1973";"Kids, Adventure, Fantasy";6.11;N/A;7663;10163;"N/A";52
"Yama ni Kagayaku: Guide-ken Heiji Gou";"Special";"Finished Airing";"Apr 21, 2012";"Drama, Slice of Life";N/A;174;12673;14998;"https://cdn.myanimelist.net/images/anime/7/53781.jpg";1
"Yama no SusumeEncouragement of Climb";"TV";"Finished Airing";"Jan 3, 2013 to Mar 21, 2013";"Adventure, Slice of Life, Comedy";6.83;N/A;4289;1940;"N/A";12
"Yama no Susume: Kabe tte Kowakunai no?";"Special";"Finished Airing";"May 24, 2013";"Comedy, Slice of Life";6.74;N/A;4664;3881;"https://cdn.myanimelist.net/images/anime/6/46515.jpg";1
"Yama no Susume: Omoide PresentEncouragement of Climb: "Omoide" Present";"OVA";"Finished Airing";"Oct 28, 2017";"Adventure, Comedy, Slice of Life";7.39;N/A;1963;4978;"N/A";1
"Yama no Susume: Second SeasonEncouragement of Climb Season 2";"TV";"Finished Airing";"Jul 9, 2014 to Dec 24, 2014";"Adventure, Comedy, Slice of Life";7.55;N/A;1430;3186;"N/A";24
"Yama no Susume: Second Season Specials";"Special";"Finished Airing";"Oct 24, 2014 to Mar 27, 2015";"Slice of Life, Comedy";6.86;N/A;4161;5421;"https://cdn.myanimelist.net/images/anime/4/67577.jpg";2
"Yama no Susume: Third SeasonEncouragement of Climb Season 3";"TV";"Finished Airing";"Jul 3, 2018 to Sep 25, 2018";"Adventure, Comedy, Slice of Life";7.56;N/A;1391;3942;"N/A";13
"Yamada-kun to 7-nin no Majo";"ONA";"Finished Airing";"Aug 25, 2013";"Comedy, School, Shounen, Supernatural";7.31;N/A;2301;2288;"https://cdn.myanimelist.net/images/anime/8/58865.jpg";1
"Yamada-kun to 7-nin no Majo (TV)Yamada-kun and the Seven Witches";"TV";"Finished Airing";"Apr 12, 2015 to Jun 28, 2015";"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen";7.67;N/A;1118;191;"N/A";12
"Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai";"OVA";"Finished Airing";"Dec 17, 2014 to May 15, 2015";"Comedy, Romance, School, Shounen";7.47;N/A;1680;1717;"https://cdn.myanimelist.net/images/anime/1079/104630.jpg";2
"Yamaguchi Sanchi no Tsutomu-kun";"Music";"Finished Airing";"Apr 1, 1976";"Music, Kids, Romance";5.21;250;10064;13793;"https://cdn.myanimelist.net/images/anime/8/72198.jpg";1
"Yamakoshi Mura no Mari to Sanbiki no Koinu";"OVA";"Finished Airing";"Apr 26, 2006";"Drama, Kids";N/A;218;12674;14301;"https://cdn.myanimelist.net/images/anime/5/74529.jpg";1
"Yamasuki, YamazakiYAMASUKI YAMAZAKI";"Music";"Finished Airing";"Jan, 2013";"Dementia, Music";N/A;104;12675;16395;"N/A";1
"Yamatarou KaeruYamataro Comes Back";"OVA";"Finished Airing";"Aug 15, 1986";"Kids";6.07;692;7834;11073;"N/A";1
"Yamato 2520";"OVA";"Finished Airing";"Nov 21, 1994 to Aug 25, 1996";"Action, Military, Sci-Fi, Adventure";5.84;N/A;8550;9449;"https://cdn.myanimelist.net/images/anime/12/61289.jpg";3
"Yamato Nadeshiko Shichihenge♥The Seven Metamorphoses of Yamato Nadeshiko";"TV";"Finished Airing";"Oct 4, 2006 to Mar 28, 2007";"Comedy, Shoujo";7.77;N/A;890;1061;"N/A";25
"Yamato Takeru";"TV";"Finished Airing";"Apr 9, 1994 to Dec 24, 1994";"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space";6.80;N/A;4392;9001;"https://cdn.myanimelist.net/images/anime/11/20270.jpg";37
"Yamato Takeru: After War";"OVA";"Finished Airing";"Nov 22, 1995";"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen";6.41;508;6284;11812;"https://cdn.myanimelist.net/images/anime/1240/96605.jpg";2
"Yamato yo Towa niBe Forever Yamato";"Movie";"Finished Airing";"Aug 2, 1980";"Action, Military, Sci-Fi, Adventure, Space, Drama";6.61;N/A;5313;7993;"N/A";1
"Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou";"OVA";"Finished Airing";"2011";"Kids, Drama";N/A;117;12676;16091;"https://cdn.myanimelist.net/images/anime/2/68937.jpg";1
"Yami no Kioku, Yume no IneiMemories Hidden in Darkness, Dreams of Various Shades";"Movie";"Finished Airing";"2000";"Dementia";4.79;363;10494;12641;"N/A";1
"Yami no MatsueiDescendants of Darkness";"TV";"Finished Airing";"Oct 2, 2000 to Dec 18, 2000";"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire";7.08;N/A;3278;2245;"N/A";13
"Yami no Purple EyePurple Eyes in the Dark";"Music";"Finished Airing";"1987";"Psychological, Supernatural, Music, Horror, Mystery, Shoujo";4.75;N/A;10517;9741;"N/A";1
"Yami no Shihosha JudgeJudge";"OVA";"Finished Airing";"Jun 15, 1991";"Supernatural, Horror, Seinen";5.37;N/A;9779;7769;"N/A";1
"Yami no Teio: Kyuuketsuki DraculaDracula: Sovereign of the Damned";"Special";"Finished Airing";"Aug 19, 1980";"Vampire";3.84;N/A;10727;7890;"N/A";1
"Yami ShibaiYamishibai: Japanese Ghost Stories";"TV";"Finished Airing";"Jul 15, 2013 to Sep 30, 2013";"Dementia, Horror, Demons, Supernatural";7.07;N/A;3364;1705;"N/A";13
"Yami Shibai 2Yamishibai: Japanese Ghost Stories 2";"TV";"Finished Airing";"Jul 7, 2014 to Sep 29, 2014";"Dementia, Horror, Supernatural";6.51;N/A;5780;2660;"N/A";13
"Yami Shibai 3Yamishibai: Japanese Ghost Stories 3";"TV";"Finished Airing";"Jan 11, 2016 to Apr 4, 2016";"Dementia, Horror, Supernatural";6.29;N/A;6849;3120;"N/A";13
"Yami Shibai 4Yamishibai: Japanese Ghost Stories 4";"TV";"Finished Airing";"Jan 16, 2017 to Mar 27, 2017";"Dementia, Horror, Supernatural";5.72;N/A;8901;3631;"N/A";13
"Yami Shibai 5Yamishibai: Japanese Ghost Stories 5";"TV";"Finished Airing";"Jul 3, 2017 to Oct 2, 2017";"Dementia, Horror, Supernatural";6.29;N/A;6850;3862;"N/A";13
